"","X1","X2","X3","X4","X5","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10"
"1",0.00535032461716252,0.0110154931557494,0.00546228966152198,-0.000885066110814505,-0.0111893440461094,0.0460451372721074,0.0101049170333954,0.0549359254747717,-0.0685716312287062,-0.0279843635671995,0.0010123064743304,-0.0204648878599983,0.0337785717765305,-0.0709542833132757,0.0270597515768309
"2",0.00221518719494035,0.0375428002193909,0.0841988286430957,0.035014231942863,0.0241300370488875,-0.0042235440713128,0.0506527553538405,-0.0956625761991002,-0.0426993286332815,0.0113138057615798,0.175648470033214,0.0081582240447776,0.0851288209070862,0.131893218202947,0.0876809776656397
"3",-0.0300024691897075,0.0212365469239528,0.0434831000951473,0.0144810817429224,0.00413472925156257,0.0586764021474454,0.0334829554631,-0.0056633378976311,0.0490108331563997,0.00106303635368678,0.0561508972674446,-0.0400958477376907,0.0134231617864123,0.026281948383458,0.0623876790752493
"4",-0.0448561690250234,0.0210881278385926,0.00582217058823249,0.019793765726527,-0.00674838205292409,0.0218490619392209,-0.0148260439800809,0.0149224298122647,-0.0431811483986124,0.0503911918030151,-0.0392027753445808,-0.0205312102408429,0.000500443333172108,-0.0121310691154374,-0.033786509566435
"5",0.0458247761687375,0.0100098602586676,-0.018770577049098,-0.00990695283903446,0.00785974687699822,0.0527660360613773,-0.0286949072388093,0.0145877920542277,-0.0232353323884136,-0.0381550354894078,-0.0135697526274544,-0.0458209858396963,-0.0535411111766803,-0.00411803589408768,0.0538552327030916
"6",0.070231115140682,-0.0199158989195694,-0.0250129131991347,0.041823676524227,-0.0327362430571149,-0.000450372197853773,0.0353063198622142,0.0213595616166045,0.0417823368718478,-0.0149561081814747,0.0494917009069802,0.0394813590709682,-0.0254154608725932,-0.0556681767858384,-0.0186941175721527
"7",0.0741622582987367,0.0327355347816671,-0.0192347054664331,0.00182258964010157,0.00198523924770803,0.0702228468457615,-0.0309413147707765,-0.0344497736499971,-0.00110427908786419,-0.0067511011061029,0.05392328382131,-0.0266862806746506,-0.0613768651829016,-0.00864953895772906,0.0561204364206319
"8",0.0114175446653986,-0.0242139368103512,0.00953486125121969,0.0535242283873434,3.39530777540898e-05,-0.0144321043766635,0.0550477345849265,-0.0683203532430944,0.00211998475137696,-0.0203383673314413,0.0286583047851898,0.110021266792113,0.0663695719230074,-0.0275579036791917,-0.0302541608120348
"9",0.0610572469782162,0.0245146807403413,0.0361632401728864,0.0158314755485082,-0.00489441526984469,0.0239462184728478,0.0590111773024674,-0.0721878352270264,0.0126736470720938,-0.0500475130716596,0.0119629866672377,-0.0397702859481933,-0.00793570531712245,0.00715574253357947,0.0361746665254994
"10",0.00716904292989488,0.0102268688308714,0.0782142329548608,0.0411891478863651,0.0118068369811981,0.0297117369669592,0.0607861486967032,-0.0776403980779471,0.0118830189916843,0.040884077771195,0.0411604321779773,0.0495418829335431,0.0169837333148252,0.0156260614001957,0.146170371551277
"11",0.135680608197597,0.0245841585023025,-0.000888908538171614,0.0206465703552626,-0.0204066567017995,0.0225026365234884,-0.0234760848526566,-0.0463923175644913,-0.0357573921433249,-0.0190197221753285,-0.0162918555878826,-0.0567709701830713,-0.0348901124274225,-0.0111592678115837,0.0294075719123675
"12",-0.0560851345259966,-0.00326366598711901,0.0463609613090418,-0.0252603995380696,0.0133727603088895,-0.0137689313731327,0.0694906961867826,-0.000774154304905631,-0.00619704369391337,-0.034672484893999,0.0419643908797103,0.0279756239479562,-0.0660213348449036,0.0340691873420487,0.0379523333062681
"13",0.0613053124046814,0.0019811261072781,0.0393547543051975,-0.00635647755880861,-0.0269543275030321,0.0311046954180615,0.0217163414054933,-0.0371713325348731,-0.0665344196305272,-0.0068868739195736,0.0720424922134008,-0.153550872388134,-0.038290795786344,-0.00267823033685258,0.0468807868424449
"14",-0.0839989807188231,-0.0205896234168172,0.0549338232355024,-0.0142800465391128,-0.00156841170212358,-0.0195091996360996,0.0764501505053133,0.0609361310108881,-0.0146906435500181,0.0400928267367401,0.0431443734620278,-0.0220741048593619,0.0224239655960878,0.0607223637533562,0.0406466727555704
"15",0.0696704956077864,0.0140051944556035,0.0232502064041836,-0.0204377748883483,0.00977911644763079,0.054348567867157,-0.0431970039627276,-0.0497440948077747,0.0455018974223185,-0.0136424124040697,-0.0280036580151209,-0.0992351455308725,-0.053948109115692,0.00628177832317056,0.0115663850217717
"16",-0.0393642437237869,0.0144695120798127,0.0135565028709866,-0.0207570692462278,-0.0174306032072314,-0.0104735593534036,-0.0253209134093028,-0.0555413479975799,-0.0376358401865529,-0.0723840896453643,-0.0747984415820877,-0.0285853836011848,-0.0258034595553529,0.0831479970893565,-0.0779471244443126
