"","X1","X2","X3","X4","X5","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11","Y12","Y13","Y14","Y15","Y16","Y17","Y18","Y19","Y20"
"1",0.034208444395207,-0.0188361057856614,-0.00230269685257111,0.0174625242386144,-0.0311071971144613,0.0508448902663768,-0.0413580769698272,0.0583171891147229,-0.0701025357803301,0.0201478776943245,-0.0142275858449692,-0.0760952074052314,0.0467688991235923,0.0426867444413376,0.0914926067893,-0.0463432001026855,0.0628709602856406,0.00906477416873445,-0.0196386795254246,0.0350896735974785,-0.0155939275084621,0.023930565091744,-0.0199872850817955,-0.0230582380073449,-0.00977844542166275
"2",0.00239856168904453,0.00601655057581336,-0.0124664422303411,0.0222427744212596,-0.024591975561639,-0.0184283505535738,0.0522134051443083,0.047163251276026,0.0589811539462103,-0.0422222912440348,-0.0271510800657568,-0.0066648288238226,-0.0181588970470712,0.00226356870535621,-0.0386179503524668,0.0118388092604934,0.0276329997135682,-0.00780371701342312,0.0159218634954791,0.0778317482932012,0.00748971802765986,-0.0276312650471263,0.0312038219571127,-0.00189964019562806,0.0231066245658107
"3",0.0258811188376297,0.0180352572268821,-0.00912943545986341,0.00248430277991232,-0.00912811422762773,-0.00543240380942053,-0.0508521648977463,-0.0480912054135689,-0.0127442247522097,-0.0150236389840348,0.0410745673880251,0.0586219243785076,0.00360553288734415,0.0706741373477105,-0.0198451885005059,0.00423189751085807,-0.0285980932557224,-0.00407489237932131,-0.0791395106826776,-0.0196141697741256,0.00574630809004188,0.0409052243990708,-0.00824588317351366,-0.0269690604813221,-0.0515577301103163
"4",-0.0029214507268609,0.00337502340259098,-0.0161186017728245,-0.0229132821573375,-0.00484447252349029,0.00349827016272936,-0.0243723084264473,-0.0247961275861772,-0.0847358471466762,-0.0623240218340963,0.0868741708056138,-0.0348105995944096,0.00221331901392159,-0.0476797957882851,0.0142312272359124,-0.0230797838007039,0.0271924647832947,0.0251669991968701,-0.0131425398903994,0.0164514854229327,-0.0177205955805563,-0.0263989260363568,-0.00849314096577398,-0.0921419280481934,0.0394953013424715
"5",-0.0135933736803055,-0.0230585788231896,-0.0276416918306884,0.0413792780006338,0.00739706136086943,-0.0522060990385795,0.0236495495087734,0.0446628727292076,0.0359523091195117,0.0787760213838055,0.0862961324675829,-0.020162903020378,-0.000721501044777667,0.0472595530408276,0.0213083956514344,0.0626699374906244,0.0674521975086669,9.794094340442e-05,0.0603904748085277,0.0918135177529422,0.0332858806148066,0.0551724455265808,0.00159944093127066,0.0547053459813946,-0.0915909559031083
"6",0.12773614814505,0.0222262624342652,-0.0119666124603449,0.00555117164322729,-0.0117819439353817,-0.00453142300672687,-0.0274522137655739,-0.0292381368360579,0.0238355842038937,-0.0554349345949752,-0.132439991385503,-0.00168746234351029,0.0253699326997594,0.106822225897073,0.0312104427804338,-0.000150686678232127,-0.0632694940933662,0.0577039637671905,-0.00665824868485415,-0.0806797475087338,-0.127441788283554,-0.0404961267066321,0.00831337356937628,-0.059229661584557,-0.0228026701168372
"7",0.0195762259638426,-0.021621512516181,-0.0282318405689756,0.0176917401241714,-0.0234478760189594,-0.0126363055732509,0.0520565703188084,0.0381745476273441,0.0830818164705127,0.0754983186160922,-0.0805013578886478,-0.0402099108877485,-0.0119668943744592,0.016055959811522,0.0307525199856669,-0.00798081214653325,-0.0781244458203768,-0.0332076912661331,0.0658004317491595,0.0542093493679585,0.0571327908421249,0.0750329233925153,0.0536493731214346,0.0468818110166382,-0.0101641692109897
"8",-0.00144387303175559,0.0132487580782598,0.0577793263688897,0.0137399186951385,0.0189587660726799,0.0324193365511432,0.035365703030053,-0.0565231565424309,-0.0173453737417108,0.013499977441649,-0.0563148505904629,0.0177974723583209,-0.0178797372729526,-0.0504356622346014,-0.0209368945534676,0.0527689171657081,-0.029574339957849,-0.0398845099286795,-0.0386310331984862,-0.0176606634228062,-0.0474196255700169,-0.0231387490060573,0.00687611742622716,-0.0133817303510213,0.0253220374152291
"9",0.0163371949581573,0.0084306913124035,0.00321321081721488,-0.0595320935132131,0.00440892090587514,-0.0214871896500394,-0.0656109001680147,-0.115059925054546,-0.0414900186838534,0.0283533143702661,0.00941848971060491,-0.0630150864744935,0.028899029825656,0.0389894611394916,0.0205012710059233,-0.0655776246944836,-0.0357270344472704,-0.0507584603338289,-0.0632433276041318,-0.0676493434109019,-0.0244919530121694,0.040757092530368,-0.0893071498463353,-0.0282630677606716,0.0295974460431118
"10",0.0464497291708363,0.0375297605165505,-0.0439260614964077,-0.0400907147384837,-0.0164817149199718,0.0168223479380114,-0.0271892081579437,-0.045033519601137,-0.0322646896143969,-0.0615478979204762,0.00952569340746091,-0.0424897685634966,-0.0211545573887216,0.00855909899025138,-0.0150770059781371,-0.100205197014943,0.0146444897600714,0.071828082584827,-0.159618978429272,-0.0511685339300949,0.0106278203241152,0.0548463520174645,-0.0148373735381761,-0.096219488439754,0.0666566236495156
"11",0.0176951566882307,0.0236935041578047,-0.0449883588825695,-0.0548070744941017,0.0113707151480525,-0.00116289342668844,0.0451924480294836,-0.00710559233052386,0.046796519924831,-0.00222073614583482,0.0455558373217944,-0.0301481881584625,-0.044661383622783,0.0744817106650511,-0.00169076547532732,-0.0198522446578801,-0.0169006186055206,0.000515947113602061,-0.0544541060231775,0.00932196461667795,0.0270863969429107,0.159562026884003,-0.0422848898370048,-0.0443294897120801,0.0313169757583683
