"","X1","X2","X3","X4","X5","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11","Y12","Y13","Y14","Y15","Y16","Y17","Y18","Y19","Y20","Y21","Y22","Y23","Y24","Y25","Y26","Y27","Y28","Y29","Y30","Y31","Y32","Y33","Y34","Y35","Y36","Y37","Y38","Y39","Y40"
"1",0.0546933049538371,0.00147051691251862,0.0435571199222855,-0.0232114109297371,-0.00264510845181572,0.00286513747757669,0.0295447868250419,0.0339981780731243,0.00334064482961459,0.0734648031247554,0.0399383292187863,0.00456320011739967,-0.000752887548087059,0.0012040171371863,-0.00211341138265865,0.00953074044919312,0.0721106751500621,0.000697674778669173,0.124520687192933,0.0670907191378492,-0.101922643549382,0.0795570369645174,-0.0954297168614869,0.0294736268450642,-0.066651942788064,-0.0581540213588666,0.00506639359464879,-0.0688820139658546,0.108864621710097,0.0959778950570715,-0.00623153482015161,-0.0146757611432849,0.048980116060429,-0.0150943821831649,0.0245308746844724,0.0381835313490233,0.0252664785671168,0.0559353915422238,0.00114384837721354,0.0415546210412441,-0.0180203523228741,-0.0843519274122226,-0.0509246518352445,0.0201936783724596,0.027090433032024
"2",0.0258047457835303,-0.0673491471089111,-0.0234983613096691,0.00429482865250106,-0.0145887677707393,0.0801385348429771,-0.0136392566925074,-0.0232524476646333,-0.0770402733217007,0.00692774328628279,0.0254938852187613,-0.0630677480463139,-0.0633746592306901,-0.126167969127732,0.0240425135552518,0.0451824421617508,0.0540659419082831,-0.0210254411686025,-0.0273390552094355,-0.0466383422392408,0.0579122739621693,0.0121180062319766,0.116801545584908,-0.0355419327851468,-0.0880194129619266,0.00717447173151411,0.023012632412541,0.000401170374706677,-0.0706159311032666,-0.0205816846307409,-0.053487558910935,-0.0588904494489674,-0.0383345548643347,-0.0774792680862233,0.0186278324924493,0.0825144412141511,-0.00325454761771591,-0.0253556519344088,0.0412110949259779,0.019729087453105,-0.0364595622523394,-0.026362941683253,-0.0157061670222653,0.0404399553535062,-0.110121587617431
"3",0.011155706820167,-0.00796391845152355,-0.0143399004700872,0.0318796069919682,-0.0274933358327843,0.0991419793929064,-0.0262872521963171,0.020309628736869,-0.0712125277382489,-0.0649924115620369,0.0196084275670883,-0.0667316885224962,0.00668806041129796,-0.0488977184641249,-0.0335631418728888,0.0130312483750559,-0.0404367440717978,-0.0340634606863288,0.0112609051228475,-0.0701015755683192,0.00906596141394862,0.0502934908035499,0.122046287192717,-0.0158305182446385,-0.029519965578983,-0.0406489874748823,-0.0861870921448564,0.0191043240758948,-0.0181514756061387,0.0137664088737993,0.0233044900358305,0.0170172693970998,-0.0256945745696197,0.067160217746211,-0.0298557722294544,0.0381794072876824,0.0370946696209813,0.0258836976261304,0.0520667124835644,0.00866024383359867,-0.00820833912597275,0.0355437355833482,-0.0170943374738405,-0.0156655591682009,-0.0660410389610515
"4",-0.0107765074304136,0.0272663727796877,0.0112799478609186,-0.00274356569860777,0.0125179890792421,-0.0134358976806437,0.00531710756046136,-0.0610203369049629,0.131834439069492,-0.0307122989031286,0.0724588296594911,0.0883807436843552,0.0132441490187705,0.0360686212051435,-0.0138389514748025,-0.082643285521705,-0.0133101602626314,0.0614386607589509,0.0323096752051751,-0.0541967056013123,0.0402183520564347,-0.0498785292834171,-0.00260070122848867,0.0302536436095383,0.0356860725679267,0.00624572432498755,0.0287625683259539,-0.0246896439581417,0.0932751363629286,-0.0580696344996578,0.0399642324555527,-0.00402259599124395,-0.0138248422377272,-0.039330142643534,0.0681836571506616,-0.0775807872712129,-0.0303470229284052,0.0529757924939009,0.029579414444279,-0.0083147870943672,0.0144520744692541,-0.0297562614997391,-0.0279586870795584,-0.0459586571540449,0.0115897767310819
"5",0.0135054091870028,-0.000790795917416552,0.0241895299917217,0.0128255142771751,0.000858945522105374,0.0242934999719263,-0.0533926000714458,0.0282150746287093,0.0111971300715726,0.00359947476332188,0.00441774346463764,-0.00555169876790301,-0.0214694071449076,-0.0292900608768366,-0.026972976010574,-0.0260906743004374,-0.00134887847317241,0.047389000156764,0.0223428253918836,-0.00017201420230565,0.0127062464938277,-0.00380162062599372,0.0296331618195383,-0.00686703115327089,-0.0239862943312771,0.0519636559996786,0.05200009540767,0.0506095225173926,0.035035521476874,-0.007145613634521,0.100029337045608,-0.0311899263528295,-0.0601108624079474,0.0611381715350429,0.0568431265725138,0.0406733988705633,0.0859258410538075,0.00709682153111883,0.0402024253604549,-0.0607188879771859,-0.00285355943306168,0.0123305902719162,0.0391417863682654,-0.00877566181989877,-0.0511187091458884
"6",-0.0482935898187481,-0.00669151667589877,-0.0261108514995466,-0.0475685660729281,-0.00644182951906943,-0.013846060690765,-0.0145995108439854,-0.0734352805084998,0.0198536551850753,0.0858788419264494,0.0211444142194099,-0.0271561952486199,0.0548958336263615,-0.120659678053118,-0.0323953492929467,-0.0827966755868299,-0.0484475615259978,0.0799938188081604,0.0565568464958003,-0.0335687221201249,-0.0490829530937402,-0.0870433374195467,0.00950019692233456,-0.00779554673717453,-0.00196275170107653,0.0480672884702305,0.0402037258812679,-0.0133491550189911,-0.037019159297752,-0.0671332056723403,-0.0120246509227028,0.0185239771940477,-0.0939638927056009,-0.0483303863316154,0.0449796828793372,-0.0788936208659969,-0.00240076793087025,0.0694817520696924,-0.0226760803806944,0.0290416315112907,-0.0938082956422966,-0.0563857111922671,0.028970175361855,-0.0148393947064387,-0.0117920107682181
"7",0.000270480231872526,0.0387929481190031,0.0461694185727482,0.023204034426754,-0.00808040500240002,-0.0184486175421722,-0.0551316014651744,0.0542079616141618,0.0357171740486413,0.10582280766951,-0.0108058380004551,0.00346147447934329,0.0360091139880716,-0.0424657396872277,-0.102004152491431,-0.0419362176024969,0.0512736770520189,0.0729371118677189,0.0506883290482252,0.123664651425234,-0.062855732429734,-0.0131031335714856,-0.028177479844059,-0.00999217375137253,-0.116700229390179,0.0160939902224372,0.034966461763156,0.0206332615486543,-0.00751027676953728,0.0881611947992169,-0.00840158642345774,0.0735862997891851,0.104121997770908,-0.00734965814432589,-0.027843275018991,-0.00585019690394884,-0.0590401746170153,-0.00741607316471456,0.0492876467830525,0.0330449380544404,0.110718205960998,0.0837189885131643,-0.0385093464172609,-0.0203500194137952,0.0492069849824416
"8",-0.0892761561553692,-0.0289601584330142,0.0485022550246945,0.0175901856864865,0.02605919868657,-0.0146897511389901,-0.0472469786700461,0.0711160115731131,0.0238683545833972,0.0145871661970886,0.0377981441604289,0.0661342615584076,0.0644399694233631,-0.0554090159243838,0.0390984331673459,0.0819999754693486,0.0926351880269289,0.0359124846624286,0.0186509008847145,-0.00619830085647979,0.0460779676349618,0.0792579074592522,-0.0599675281404559,0.124118068378589,-0.0189988620647142,0.0238666473440076,-0.00275870750594422,0.109689294690034,-0.0439323774994089,-0.0320045665779069,-0.0938636084408383,0.0552337925275993,0.188941870975849,-0.0165678481493745,0.0749573399210739,-0.0176635804861715,-0.0614582690669113,0.0488401739139834,0.0453387014643755,0.145756226409586,0.0736539840949641,0.0485948626074094,-0.0134120430659118,0.0356007936209015,0.0366178720168358
"9",-0.0337777475217,-0.038578687495713,0.0178928902691705,0.00618552272336546,-0.0094034044092505,-0.0029852489772075,-0.00978747892969081,0.0612160971133873,-0.0441671130438751,0.0399365674286878,0.108054548496114,0.0517620484643872,0.00494775513370613,0.0399726021032494,0.0261892173881624,0.0238188431914132,-0.0405523792147871,-0.0642705965300264,0.0207133319957366,-0.0315578018446867,-0.0810848612953744,0.0362777675765707,-0.0573743625450837,-0.0497701934449534,0.0903929140932822,-0.0149919166275992,-0.0688691934672925,0.0151916560542738,0.0561345549229233,0.0266571202721733,-0.045513832864729,-0.0259453988481389,-0.0209709152017695,-0.0432712117521096,-0.0248041601558302,0.0297288135843431,-0.0253641386948368,-0.0837763206547133,0.000234437621409109,0.031177710250793,0.00975160496764483,0.030672038742942,-0.00330862561994414,0.0189119362433633,0.018442800680956
"10",0.00674906751359093,0.0215951267829813,0.0304768807394196,0.0230420979951993,0.000387481885169451,-0.0200343665286098,0.0205292698708587,-0.000226189680222613,0.023771757084511,0.0521508368024729,-0.0317617590177931,-0.00980047212323079,0.00174758325223776,0.0605745997709146,0.0269612131865242,0.0195916731670974,0.0221429779319913,0.0398033511636166,0.0869629321147696,0.0927507699403011,-0.0389817397438388,-0.0281623828621541,-0.0721487305903968,-0.038208582757193,-0.0402445478969337,0.0362598907694458,0.0374205347376564,-0.0344074433850508,0.000653398576280768,0.050218674919021,-0.0485096190552066,-0.00527682964940979,0.00756965273993235,0.000792996669449503,0.0247739992783801,0.0463158681576003,0.0174522038545224,0.00473604142617708,0.104597762475152,-0.0458839465304926,-0.011198401941675,-0.0262964723135382,-0.0425529684820378,0.0274077194999257,0.0992853833032249
